antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'赵兴', '正末'})",frozenset({'孙云'}),0.000131850744956709,0.0001538258691161605,0.000131850744956709,1.0,6500.857142857143,1.0,0.00013183046290127242,inf,0.9999780219780219,0.8571428571428573,1.0,0.9285714285714286
"frozenset({'孙云', '正末'})",frozenset({'赵兴'}),0.000131850744956709,0.0001538258691161605,0.000131850744956709,1.0,6500.857142857143,1.0,0.00013183046290127242,inf,0.9999780219780219,0.8571428571428573,1.0,0.9285714285714286
"frozenset({'珂', '那', '云', '正旦'})","frozenset({'唱', '李从'})",0.000131850744956709,0.0001538258691161605,0.000131850744956709,1.0,6500.857142857143,1.0,0.00013183046290127242,inf,0.9999780219780219,0.8571428571428573,1.0,0.9285714285714286
"frozenset({'正旦', '那', '珂'})","frozenset({'唱', '云', '李从'})",0.000131850744956709,0.0001538258691161605,0.000131850744956709,1.0,6500.857142857143,1.0,0.00013183046290127242,inf,0.9999780219780219,0.8571428571428573,1.0,0.9285714285714286
"frozenset({'正旦', '那', '李从'})","frozenset({'唱', '珂', '云'})",0.000131850744956709,0.0001538258691161605,0.000131850744956709,1.0,6500.857142857143,1.0,0.00013183046290127242,inf,0.9999780219780219,0.8571428571428573,1.0,0.9285714285714286
"frozenset({'正旦', '那', '珂'})","frozenset({'唱', '李从'})",0.000131850744956709,0.0001538258691161605,0.000131850744956709,1.0,6500.857142857143,1.0,0.00013183046290127242,inf,0.9999780219780219,0.8571428571428573,1.0,0.9285714285714286
"frozenset({'你', '那', '珂'})","frozenset({'李从', '孩儿'})",0.000131850744956709,0.000175800993275612,0.000131850744956709,1.0,5688.25,1.0,0.0001318275654647815,inf,0.9999560439560439,0.75,1.0,0.875
"frozenset({'那', '珂', '孩儿'})","frozenset({'你', '李从'})",0.000131850744956709,0.000175800993275612,0.000131850744956709,1.0,5688.25,1.0,0.0001318275654647815,inf,0.9999560439560439,0.75,1.0,0.875
"frozenset({'那', '李从', '孩儿'})","frozenset({'你', '珂'})",0.000131850744956709,0.000175800993275612,0.000131850744956709,1.0,5688.25,1.0,0.0001318275654647815,inf,0.9999560439560439,0.75,1.0,0.875
"frozenset({'你', '珂', '正旦'})","frozenset({'李从', '孩儿'})",0.000131850744956709,0.000175800993275612,0.000131850744956709,1.0,5688.25,1.0,0.0001318275654647815,inf,0.9999560439560439,0.75,1.0,0.875
"frozenset({'你', '那', '云', '珂'})","frozenset({'李从', '孩儿'})",0.000131850744956709,0.000175800993275612,0.000131850744956709,1.0,5688.25,1.0,0.0001318275654647815,inf,0.9999560439560439,0.75,1.0,0.875
"frozenset({'珂', '那', '云', '孩儿'})","frozenset({'你', '李从'})",0.000131850744956709,0.000175800993275612,0.000131850744956709,1.0,5688.25,1.0,0.0001318275654647815,inf,0.9999560439560439,0.75,1.0,0.875
"frozenset({'那', '云', '李从', '孩儿'})","frozenset({'你', '珂'})",0.000131850744956709,0.000175800993275612,0.000131850744956709,1.0,5688.25,1.0,0.0001318275654647815,inf,0.9999560439560439,0.75,1.0,0.875
"frozenset({'你', '那', '珂'})","frozenset({'云', '李从', '孩儿'})",0.000131850744956709,0.000175800993275612,0.000131850744956709,1.0,5688.25,1.0,0.0001318275654647815,inf,0.9999560439560439,0.75,1.0,0.875
"frozenset({'你', '那', '李从'})","frozenset({'珂', '云', '孩儿'})",0.000131850744956709,0.000175800993275612,0.000131850744956709,1.0,5688.25,1.0,0.0001318275654647815,inf,0.9999560439560439,0.75,1.0,0.875
"frozenset({'那', '珂', '孩儿'})","frozenset({'你', '云', '李从'})",0.000131850744956709,0.000175800993275612,0.000131850744956709,1.0,5688.25,1.0,0.0001318275654647815,inf,0.9999560439560439,0.75,1.0,0.875
"frozenset({'那', '李从', '孩儿'})","frozenset({'你', '珂', '云'})",0.000131850744956709,0.000175800993275612,0.000131850744956709,1.0,5688.25,1.0,0.0001318275654647815,inf,0.9999560439560439,0.75,1.0,0.875
"frozenset({'你', '珂', '正旦', '云'})","frozenset({'李从', '孩儿'})",0.000131850744956709,0.000175800993275612,0.000131850744956709,1.0,5688.25,1.0,0.0001318275654647815,inf,0.9999560439560439,0.75,1.0,0.875
"frozenset({'你', '珂', '正旦'})","frozenset({'云', '李从', '孩儿'})",0.000131850744956709,0.000175800993275612,0.000131850744956709,1.0,5688.25,1.0,0.0001318275654647815,inf,0.9999560439560439,0.75,1.0,0.875
"frozenset({'你', '正旦', '李从'})","frozenset({'珂', '孩儿', '云'})",0.000131850744956709,0.000175800993275612,0.000131850744956709,1.0,5688.25,1.0,0.0001318275654647815,inf,0.9999560439560439,0.75,1.0,0.875
